,source,device,OS,test,price,booked,state,date_month,date_month_day
148136,Facebook,mobile,iOS,0,199,1,NY,April,Fri
148150,Facebook,mobile,iOS,1,299,1,PA,May,Sat
148177,Facebook,mobile,iOS,0,199,1,PA,May,Thu
148193,Unknown,mobile,iOS,0,199,1,NY,April,Thu
148293,Unknown,mobile,other,0,199,1,PA,May,Tue
148313,Google,mobile,android,0,199,1,NY,May,Thu
148343,Unknown,mobile,iOS,0,199,1,PA,May,Tue
148389,Adwords,mobile,other,0,199,1,PA,April,Tue
148414,Adwords,desktop,windows,1,299,1,NY,April,Tue
148519,Other,desktop,windows,1,299,1,NY,April,Sat
148586,Adwords,desktop,windows,0,199,1,NY,June,Fri
148587,Adwords,mobile,other,1,299,1,NY,,
148589,Google,desktop,windows,0,199,1,NJ,June,Wed
148685,Unknown,desktop,windows,0,199,1,NY,June,Wed
148688,Google,mobile,iOS,0,199,1,PA,May,Thu
148750,Unknown,mobile,android,0,199,1,NJ,April,Wed
148775,Unknown,desktop,windows,0,199,1,NY,April,Sun
148803,Adwords,desktop,windows,0,199,1,PA,April,Tue
148835,Google,mobile,iOS,0,199,1,NY,June,Wed
148963,Facebook,mobile,iOS,0,199,1,NY,May,Wed
149021,Facebook,mobile,iOS,0,199,1,NY,April,Wed
149137,Facebook,mobile,iOS,0,199,1,PA,April,Wed
149139,Adwords,mobile,iOS,0,199,1,PA,May,Tue
149167,Facebook,mobile,iOS,0,199,1,NY,June,Fri
149201,Unknown,mobile,android,0,199,1,PA,June,Tue
149306,Unknown,mobile,iOS,1,299,1,PA,May,Thu
149307,Bing,mobile,iOS,0,199,1,NJ,June,Sat
149316,Google,mobile,iOS,0,199,1,NY,June,Thu
149563,Facebook,desktop,windows,0,199,1,NY,June,Thu
149681,Facebook,mobile,iOS,0,199,1,NJ,May,Fri
149685,Google,mobile,android,0,199,1,PA,April,Wed
149820,Google,desktop,windows,1,299,1,PA,April,Thu
149855,Unknown,desktop,mac,0,199,1,NJ,May,Wed
149890,Google,mobile,iOS,0,199,1,PA,May,Wed
149930,Unknown,mobile,iOS,1,299,1,NY,June,Sun
149992,Unknown,desktop,windows,1,299,1,NJ,April,Sun
150087,Google,desktop,windows,1,299,1,NJ,May,Mon
150216,Facebook,mobile,iOS,1,299,1,NJ,June,Tue
150346,Unknown,desktop,mac,1,299,1,NY,June,Fri
150407,Google,desktop,windows,1,299,1,PA,June,Thu
150537,Facebook,mobile,android,0,199,1,NJ,May,Wed
150553,Facebook,mobile,iOS,0,199,1,PA,April,Wed
150568,Google,mobile,iOS,0,199,1,NJ,April,Fri
150574,Facebook,desktop,windows,1,299,1,NY,June,Wed
150671,Facebook,mobile,iOS,1,299,1,NY,,
150769,Bing,mobile,android,0,199,1,NY,April,Thu
150779,Facebook,desktop,mac,0,199,1,NY,June,Sun
150814,Adwords,mobile,iOS,0,199,1,NY,April,Mon
150821,Facebook,mobile,iOS,0,199,1,PA,April,Sat
150830,Facebook,desktop,mac,0,199,1,NY,May,Mon
150849,Unknown,desktop,windows,0,199,1,NJ,June,Sun
150863,Unknown,desktop,windows,1,299,1,PA,April,Mon
150881,Google,mobile,android,0,199,1,NJ,April,Wed
151047,Google,mobile,android,0,199,1,NJ,May,Mon
151176,Adwords,desktop,mac,0,199,1,NY,June,Wed
151198,Unknown,desktop,windows,0,199,1,NJ,April,Tue
151217,Google,desktop,windows,1,299,1,NJ,May,Tue
151259,Unknown,mobile,android,0,199,1,PA,June,Sat
151283,Bing,desktop,windows,0,199,1,NY,May,Tue
151299,Facebook,mobile,android,1,299,1,PA,May,Sun
151332,Unknown,mobile,iOS,1,299,1,PA,June,Thu
151521,Unknown,mobile,iOS,0,199,1,NJ,June,Thu
151631,Google,desktop,windows,0,199,1,NY,May,Wed
151702,Adwords,desktop,mac,0,199,1,NJ,June,Tue
151723,Unknown,mobile,android,0,199,1,PA,May,Tue
151811,Unknown,desktop,windows,1,299,1,NJ,April,Tue
151884,Unknown,desktop,windows,0,199,1,NY,May,Fri
151898,Adwords,desktop,windows,1,299,1,NJ,June,Tue
151946,Facebook,desktop,mac,0,199,1,NY,April,Fri
151950,Unknown,mobile,android,1,299,1,NY,June,Wed
152046,Bing,mobile,android,0,199,1,NY,June,Thu
152058,Adwords,mobile,iOS,1,299,1,NY,April,Tue
152161,Facebook,mobile,android,0,199,1,PA,June,Fri
152164,Unknown,mobile,android,0,199,1,PA,June,Sun
152391,Unknown,mobile,iOS,0,199,1,NY,May,Tue
152429,Adwords,mobile,iOS,1,299,1,NJ,,
152704,Adwords,mobile,android,0,199,1,NJ,May,Sun
152804,Unknown,desktop,mac,1,299,1,PA,June,Wed
152902,Adwords,mobile,iOS,1,299,1,NY,April,Fri
152939,Google,desktop,mac,0,199,1,NY,June,Fri
152995,Adwords,desktop,mac,1,299,1,NY,June,Mon
153004,Google,desktop,mac,0,199,1,NY,June,Thu
153043,Google,mobile,android,1,299,1,PA,May,Wed
153055,Google,desktop,windows,1,299,1,NY,June,Sat
153143,Unknown,mobile,android,1,299,1,NY,June,Thu
153262,Facebook,mobile,iOS,0,199,1,NY,May,Sat
153291,Facebook,desktop,mac,0,199,1,PA,May,Tue
153377,Other,mobile,iOS,0,199,1,NJ,June,Wed
153662,Facebook,mobile,iOS,0,199,1,NY,June,Tue
153707,Facebook,mobile,iOS,0,199,1,PA,May,Sat
153719,Bing,desktop,mac,0,199,1,NY,June,Wed
153753,Google,mobile,iOS,0,199,1,PA,May,Thu
153760,Google,desktop,mac,1,299,1,NY,June,Wed
153939,Adwords,mobile,iOS,1,299,1,NY,May,Sun
153982,Adwords,mobile,iOS,1,299,1,NJ,May,Thu
154088,Adwords,mobile,iOS,0,199,1,NY,May,Sat
154216,Unknown,mobile,iOS,0,199,1,NY,May,Mon
154225,Adwords,desktop,mac,1,299,1,NY,April,Fri
154240,Google,mobile,other,0,199,1,NY,April,Wed
154277,Adwords,desktop,windows,1,299,1,NJ,April,Tue
154302,Google,desktop,windows,1,299,1,NY,May,Wed
154308,Facebook,desktop,mac,0,199,1,NY,April,Tue
154361,Facebook,mobile,iOS,1,299,1,PA,April,Wed
154436,Google,desktop,windows,0,199,1,NY,May,Wed
154485,Adwords,mobile,iOS,0,199,1,NY,April,Sun
154596,Unknown,mobile,iOS,0,199,1,NY,June,Sat
154668,Adwords,mobile,other,0,199,1,NY,June,Thu
154697,Unknown,mobile,android,1,299,1,NY,May,Thu
154724,Adwords,mobile,iOS,0,199,1,PA,April,Wed
154778,Adwords,desktop,windows,1,299,1,PA,May,Mon
154810,Facebook,mobile,android,0,199,1,NY,April,Thu
154936,Facebook,mobile,android,1,299,1,NY,May,Wed
154999,Unknown,desktop,mac,1,299,1,NY,May,Wed
155105,Unknown,mobile,android,1,299,1,NJ,April,Mon
155137,Facebook,mobile,android,0,199,1,NY,June,Sun
155188,Adwords,desktop,mac,0,199,1,NY,May,Fri
155267,Facebook,mobile,other,1,299,1,NY,,
155328,Facebook,desktop,windows,0,199,1,PA,June,Sat
155453,Unknown,mobile,iOS,0,199,1,PA,June,Mon
155613,Google,mobile,iOS,1,299,1,PA,May,Wed
155689,Google,mobile,android,0,199,1,PA,June,Wed
155880,Facebook,mobile,iOS,0,199,1,NY,June,Mon
155954,Adwords,mobile,android,0,199,1,NY,April,Sat
155962,Google,desktop,windows,0,199,1,NJ,June,Mon
155987,Unknown,desktop,windows,0,199,1,PA,April,Thu
156089,Facebook,mobile,android,0,199,1,NY,June,Thu
156126,Unknown,mobile,iOS,0,199,1,NJ,April,Thu
156129,Facebook,mobile,iOS,1,299,1,NY,June,Thu
156295,Bing,desktop,windows,0,199,1,NJ,May,Thu
156425,Google,desktop,windows,1,299,1,NY,June,Mon
156558,Unknown,desktop,windows,1,299,1,PA,May,Sat
156588,Adwords,mobile,iOS,0,199,1,PA,April,Wed
156652,Unknown,desktop,windows,0,199,1,PA,May,Wed
156671,Bing,desktop,mac,0,199,1,PA,June,Mon
156676,Google,desktop,mac,1,299,1,NY,May,Sat
156706,Google,desktop,windows,1,299,1,PA,June,Sun
156752,Unknown,mobile,iOS,1,299,1,NJ,April,Mon
156775,Google,mobile,iOS,0,199,1,PA,May,Mon
156804,Unknown,desktop,windows,1,299,1,NY,April,Wed
156829,Facebook,desktop,windows,0,199,1,NY,June,Sat
156868,Facebook,desktop,windows,1,299,1,NY,June,Sat
156896,Facebook,desktop,windows,0,199,1,PA,June,Sat
156982,Unknown,mobile,iOS,0,199,1,NJ,April,Fri
156997,Google,mobile,iOS,0,199,1,NJ,May,Tue
157018,Adwords,mobile,android,0,199,1,PA,,
157065,Unknown,desktop,windows,0,199,1,PA,April,Mon
157071,Unknown,desktop,windows,1,299,1,PA,June,Tue
157107,Google,desktop,windows,0,199,1,NY,May,Tue
157241,Google,mobile,android,1,299,1,NY,May,Sat
157266,Unknown,mobile,iOS,1,299,1,NJ,April,Fri
157284,Other,mobile,iOS,1,299,1,NY,April,Sat
157295,Facebook,desktop,linux,0,199,1,PA,May,Mon
157306,Unknown,desktop,mac,1,299,1,NY,June,Thu
157378,Google,mobile,iOS,0,199,1,NY,May,Mon
157512,Bing,mobile,iOS,0,199,1,NY,April,Tue
157558,Facebook,desktop,mac,0,199,1,NJ,May,Mon
157600,Google,desktop,windows,0,199,1,PA,June,Thu
157658,Unknown,mobile,iOS,0,199,1,PA,May,Mon
157757,Bing,mobile,android,0,199,1,NY,May,Mon
157775,Unknown,mobile,android,0,199,1,NY,April,Sat
157777,Google,mobile,iOS,0,199,1,PA,May,Fri
157891,Google,desktop,mac,1,299,1,PA,May,Wed
157914,Facebook,desktop,windows,0,199,1,NJ,May,Tue
157925,Google,desktop,windows,0,199,1,PA,June,Fri
158014,Google,mobile,android,0,199,1,PA,May,Mon
158112,Google,mobile,iOS,0,199,1,NY,June,Tue
158198,Facebook,mobile,iOS,0,199,1,NY,May,Mon
158253,Google,mobile,iOS,0,199,1,NY,April,Sun
158322,Google,mobile,android,0,199,1,NY,June,Mon
158413,Facebook,mobile,iOS,1,299,1,NY,June,Tue
158434,Google,mobile,iOS,0,199,1,NY,April,Tue
158449,Other,mobile,android,0,199,1,NJ,May,Tue
158458,Adwords,mobile,iOS,0,199,1,PA,June,Thu
158529,Facebook,mobile,android,1,299,1,NJ,June,Sat
158590,Facebook,desktop,mac,0,199,1,PA,June,Sun
158623,Facebook,mobile,iOS,1,299,1,NY,April,Wed
158681,Other,desktop,windows,0,199,1,NJ,June,Sun
158720,Google,mobile,iOS,0,199,1,PA,April,Mon
158850,Other,mobile,iOS,0,199,1,PA,June,Thu
158932,Unknown,desktop,windows,0,199,1,NJ,May,Sun
158960,Adwords,desktop,windows,0,199,1,NJ,June,Fri
159132,Google,desktop,windows,0,199,1,NY,April,Thu
159273,Adwords,desktop,windows,1,299,1,PA,May,Tue
159306,Adwords,mobile,iOS,1,299,1,PA,May,Tue
159334,Adwords,mobile,android,1,299,1,NY,May,Tue
159361,Google,mobile,android,0,199,1,NY,April,Tue
159369,Adwords,desktop,windows,0,199,1,NY,June,Wed
159454,Other,desktop,windows,1,299,1,PA,April,Wed
159469,Unknown,mobile,iOS,0,199,1,PA,June,Sun
159484,Facebook,desktop,mac,0,199,1,PA,May,Wed
159728,Google,desktop,windows,0,199,1,NY,April,Wed
159791,Facebook,desktop,windows,1,299,1,NY,April,Thu
159968,Bing,mobile,android,1,299,1,NY,April,Sun
160018,Other,mobile,other,0,199,1,NY,June,Mon
160182,Facebook,desktop,windows,0,199,1,PA,April,Mon
160188,Adwords,desktop,windows,0,199,1,NY,June,Sat
160192,Google,desktop,windows,1,299,1,PA,May,Wed
160291,Adwords,mobile,other,1,299,1,PA,April,Wed
160299,Google,desktop,mac,0,199,1,NJ,April,Tue
160326,Adwords,desktop,windows,0,199,1,NY,April,Thu
160335,Google,mobile,iOS,0,199,1,NY,April,Sat
160338,Facebook,mobile,android,0,199,1,NJ,May,Wed
160384,Google,desktop,windows,1,299,1,PA,May,Sat
160421,Adwords,mobile,iOS,0,199,1,PA,June,Sun
160478,Adwords,mobile,iOS,0,199,1,PA,June,Tue
160841,Unknown,mobile,iOS,1,299,1,NJ,May,Tue
160902,Google,desktop,windows,0,199,1,PA,April,Tue
161017,Other,mobile,android,0,199,1,NY,June,Wed
161040,Google,desktop,mac,1,299,1,PA,April,Mon
161066,Google,mobile,iOS,0,199,1,NY,June,Sat
161172,Unknown,mobile,android,0,199,1,NJ,June,Thu
161215,Unknown,mobile,iOS,0,199,1,NJ,May,Mon
161271,Google,desktop,windows,0,199,1,NY,May,Wed
161290,Facebook,desktop,windows,1,299,1,PA,June,Tue
161341,Adwords,mobile,android,0,199,1,NY,June,Mon
161503,Adwords,mobile,iOS,0,199,1,PA,May,Tue
161620,Facebook,mobile,iOS,0,199,1,NJ,May,Wed
161636,Bing,mobile,iOS,0,199,1,NY,June,Thu
161776,Facebook,mobile,iOS,1,299,1,NY,April,Sun
161867,Google,mobile,iOS,0,199,1,NY,May,Tue
161888,Unknown,desktop,linux,0,199,1,NY,April,Thu
161911,Google,mobile,android,0,199,1,PA,May,Sun
161975,Google,desktop,windows,1,299,1,PA,June,Wed
162011,Facebook,mobile,iOS,0,199,1,NY,May,Wed
162028,Adwords,mobile,iOS,0,199,1,NY,May,Sat
162042,Adwords,mobile,iOS,0,199,1,NY,April,Sun
162065,Facebook,mobile,other,0,199,1,NJ,May,Wed
162079,Facebook,mobile,iOS,0,199,1,NJ,June,Fri
162164,Facebook,mobile,iOS,0,199,1,PA,May,Wed
162192,Adwords,mobile,iOS,1,299,1,NJ,June,Sat
162240,Facebook,mobile,android,0,199,1,NY,April,Mon
162314,Google,desktop,mac,0,199,1,NY,May,Sat
162366,Adwords,mobile,iOS,0,199,1,PA,April,Tue
162380,Google,desktop,mac,0,199,1,NY,April,Mon
162515,Facebook,mobile,android,1,299,1,PA,May,Tue
162670,Unknown,mobile,android,0,199,1,NJ,,
162690,Adwords,mobile,android,1,299,1,PA,May,Sun
162696,Google,mobile,iOS,1,299,1,NY,May,Sat
162791,Facebook,desktop,mac,0,199,1,PA,May,Mon
162850,Facebook,mobile,android,0,199,1,NY,June,Wed
162903,Adwords,desktop,windows,0,199,1,NJ,May,Wed
162916,Adwords,mobile,iOS,0,199,1,NJ,April,Tue
162949,Unknown,mobile,android,1,299,1,NY,June,Sat
163037,Adwords,mobile,iOS,1,299,1,NY,April,Mon
163109,Other,mobile,android,0,199,1,NY,April,Tue
163126,Google,desktop,mac,0,199,1,PA,May,Mon
163169,Facebook,mobile,android,0,199,1,PA,April,Thu
163211,Google,desktop,mac,0,199,1,NJ,May,Sat
163238,Unknown,mobile,android,0,199,1,NJ,April,Sun
163244,Unknown,mobile,android,0,199,1,NY,June,Thu
163255,Google,desktop,mac,1,299,1,NY,May,Wed
163290,Adwords,desktop,windows,0,199,1,PA,April,Thu
163311,Facebook,mobile,iOS,0,199,1,NJ,May,Tue
163466,Google,mobile,iOS,0,199,1,NY,April,Wed
163508,Facebook,desktop,mac,1,299,1,NY,May,Thu
163656,Unknown,desktop,mac,0,199,1,NY,May,Sat
163754,Adwords,desktop,windows,1,299,1,NJ,April,Sat
163785,Facebook,desktop,mac,1,299,1,NY,May,Fri
163841,Facebook,mobile,iOS,0,199,1,NY,May,Thu
163847,Facebook,desktop,mac,0,199,1,NY,June,Wed
163852,Adwords,desktop,windows,0,199,1,PA,April,Wed
163867,Bing,mobile,iOS,0,199,1,NY,June,Thu
163985,Unknown,mobile,iOS,0,199,1,NJ,May,Mon
163995,Facebook,desktop,windows,0,199,1,NJ,April,Wed
164047,Unknown,desktop,windows,0,199,1,NJ,April,Mon
164170,Adwords,desktop,mac,0,199,1,NY,April,Fri
164208,Facebook,desktop,mac,1,299,1,PA,April,Tue
164245,Bing,desktop,windows,0,199,1,PA,June,Thu
164280,Google,desktop,mac,1,299,1,NY,May,Fri
164315,Bing,mobile,iOS,1,299,1,PA,May,Wed
164330,Unknown,desktop,windows,1,299,1,NY,June,Thu
164349,Google,desktop,windows,1,299,1,PA,May,Tue
164632,Facebook,desktop,windows,0,199,1,PA,April,Sun
164674,Unknown,mobile,iOS,0,199,1,PA,June,Sun
164679,Adwords,mobile,android,0,199,1,PA,May,Thu
164704,Google,mobile,iOS,0,199,1,NY,June,Thu
164761,Facebook,mobile,iOS,1,299,1,PA,April,Thu
164941,Adwords,desktop,mac,0,199,1,NY,May,Fri
164968,Google,desktop,windows,0,199,1,NY,June,Thu
165101,Bing,desktop,windows,1,299,1,NY,June,Sun
165111,Unknown,desktop,windows,0,199,1,PA,April,Mon
165225,Adwords,mobile,iOS,1,299,1,PA,June,Mon
165254,Unknown,mobile,android,0,199,1,PA,April,Mon
165283,Facebook,desktop,windows,0,199,1,NY,June,Thu
165318,Facebook,desktop,windows,1,299,1,NY,June,Wed
165675,Facebook,mobile,iOS,0,199,1,NJ,April,Sun
165711,Bing,mobile,iOS,0,199,1,PA,May,Mon
165712,Google,mobile,android,0,199,1,NJ,June,Thu
165721,Facebook,desktop,windows,1,299,1,PA,April,Thu
165779,Bing,desktop,windows,0,199,1,NY,June,Sat
165784,Facebook,desktop,windows,0,199,1,NY,May,Tue
165820,Facebook,mobile,iOS,0,199,1,NY,June,Thu
165898,Facebook,mobile,iOS,0,199,1,NY,June,Sun
165930,Unknown,mobile,other,0,199,1,PA,May,Thu
165933,Adwords,desktop,windows,0,199,1,PA,May,Sun
165959,Google,desktop,windows,0,199,1,PA,June,Wed
165992,Google,desktop,windows,0,199,1,NJ,June,Tue
166061,Unknown,mobile,android,0,199,1,NY,June,Tue
166083,Adwords,desktop,windows,1,299,1,NY,May,Wed
166180,Google,desktop,windows,1,299,1,NY,April,Mon
166210,Adwords,mobile,iOS,1,299,1,PA,April,Tue
166213,Google,desktop,windows,1,299,1,NY,June,Wed
166247,Unknown,mobile,android,1,299,1,NY,May,Mon
166320,Facebook,desktop,mac,0,199,1,NY,June,Mon
166339,Adwords,desktop,windows,1,299,1,PA,April,Sat
166506,Adwords,mobile,iOS,0,199,1,NY,June,Fri
166619,Bing,mobile,android,0,199,1,PA,April,Thu
166655,Google,mobile,iOS,1,299,1,NY,,
166662,Google,mobile,android,0,199,1,PA,June,Tue
166718,Facebook,desktop,windows,1,299,1,PA,April,Wed
166958,Facebook,mobile,android,1,299,1,NY,June,Tue
167000,Bing,mobile,iOS,1,299,1,PA,April,Thu
167047,Google,desktop,windows,1,299,1,NJ,April,Sun
167080,Adwords,mobile,iOS,0,199,1,NY,April,Sun
167092,Facebook,desktop,windows,0,199,1,NY,April,Sat
167270,Adwords,mobile,iOS,1,299,1,NY,June,Sun
167341,Unknown,desktop,windows,0,199,1,NY,April,Tue
167363,Adwords,mobile,iOS,0,199,1,NY,April,Mon
167573,Facebook,mobile,android,0,199,1,PA,June,Mon
167715,Facebook,mobile,iOS,0,199,1,NY,June,Wed
167801,Bing,mobile,android,0,199,1,PA,May,Mon
167908,Facebook,mobile,iOS,0,199,1,NY,June,Fri
167911,Unknown,mobile,android,0,199,1,PA,April,Wed
167922,Unknown,desktop,windows,1,299,1,PA,May,Sun
168007,Google,desktop,windows,0,199,1,NJ,,
168142,Unknown,desktop,mac,0,199,1,PA,May,Mon
168155,Google,mobile,other,0,199,1,NJ,May,Wed
168233,Facebook,mobile,android,0,199,1,NJ,May,Sat
168259,Google,mobile,iOS,0,199,1,PA,June,Wed
168316,Facebook,mobile,iOS,0,199,1,NY,May,Mon
168367,Bing,desktop,windows,0,199,1,PA,,
168387,Unknown,mobile,android,0,199,1,NY,April,Fri
168448,Adwords,mobile,iOS,0,199,1,NJ,June,Mon
168458,Facebook,mobile,iOS,0,199,1,NY,June,Sun
168523,Google,mobile,android,0,199,1,PA,May,Thu
168669,Adwords,mobile,iOS,0,199,1,NJ,June,Mon
168747,Adwords,mobile,other,0,199,1,PA,May,Tue
168760,Unknown,desktop,mac,0,199,1,NY,June,Wed
168858,Facebook,mobile,iOS,0,199,1,NJ,April,Wed
168932,Unknown,desktop,windows,0,199,1,NY,June,Mon
169023,Facebook,desktop,windows,0,199,1,NY,April,Thu
169030,Google,desktop,windows,0,199,1,PA,April,Sun
169035,Google,mobile,iOS,1,299,1,PA,May,Wed
169040,Google,mobile,iOS,1,299,1,NY,April,Tue
169063,Google,desktop,windows,0,199,1,NY,June,Wed
169105,Adwords,mobile,iOS,0,199,1,NY,June,Sat
169174,Adwords,desktop,windows,0,199,1,NJ,July,Sat
169257,Facebook,desktop,windows,1,299,1,NY,June,Sun
169301,Facebook,mobile,iOS,0,199,1,NY,May,Mon
169318,Google,mobile,iOS,0,199,1,NY,May,Tue
169327,Adwords,desktop,mac,0,199,1,PA,April,Sat
169418,Adwords,mobile,iOS,0,199,1,PA,April,Mon
169507,Google,desktop,windows,1,299,1,PA,May,Fri
169697,Facebook,mobile,iOS,0,199,1,NY,April,Fri
169713,Facebook,desktop,windows,0,199,1,NY,May,Tue
169716,Facebook,desktop,mac,0,199,1,NY,June,Thu
169775,Adwords,desktop,windows,1,299,1,PA,May,Mon
169794,Facebook,desktop,windows,0,199,1,NJ,May,Wed
169893,Google,mobile,iOS,1,299,1,NJ,May,Mon
169905,Google,desktop,windows,0,199,1,PA,June,Mon
170047,Google,mobile,iOS,0,199,1,NY,May,Thu
170105,Unknown,desktop,windows,1,299,1,PA,May,Tue
170161,Google,desktop,mac,0,199,1,NY,April,Thu
170219,Google,mobile,iOS,0,199,1,NJ,June,Fri
170245,Google,desktop,windows,1,299,1,NY,April,Sun
170279,Google,mobile,iOS,0,199,1,NY,May,Mon
170541,Google,mobile,android,1,299,1,PA,June,Sun
170544,Facebook,mobile,iOS,0,199,1,NJ,May,Tue
170646,Facebook,desktop,mac,0,199,1,NY,May,Tue
170704,Google,mobile,iOS,0,199,1,NY,May,Wed
170729,Adwords,mobile,android,0,199,1,NY,May,Mon
170761,Adwords,mobile,iOS,0,199,1,NY,April,Sat
170777,Google,mobile,iOS,0,199,1,PA,June,Wed
170790,Bing,mobile,iOS,1,299,1,PA,May,Tue
170869,Bing,mobile,android,0,199,1,PA,May,Wed
170971,Unknown,mobile,android,0,199,1,NY,June,Thu
170988,Adwords,desktop,windows,0,199,1,NY,April,Sun
171037,Google,mobile,iOS,0,199,1,NY,April,Wed
171078,Adwords,mobile,iOS,0,199,1,NJ,,
171324,Google,desktop,windows,0,199,1,PA,May,Thu
171373,Facebook,desktop,windows,1,299,1,NY,May,Tue
171457,Adwords,desktop,windows,0,199,1,PA,April,Sun
171557,Google,mobile,iOS,0,199,1,NY,June,Sun
171590,Unknown,desktop,windows,1,299,1,NY,June,Sun
171608,Adwords,desktop,mac,0,199,1,NJ,May,Tue
171650,Adwords,mobile,android,0,199,1,NJ,April,Wed
171655,Unknown,desktop,windows,0,199,1,PA,,
171681,Unknown,desktop,mac,1,299,1,PA,May,Tue
171712,Google,mobile,iOS,1,299,1,NY,May,Fri
171766,Adwords,mobile,android,0,199,1,PA,May,Thu
171800,Unknown,mobile,iOS,1,299,1,PA,,
171805,Facebook,mobile,android,0,199,1,NJ,June,Sun
171810,Adwords,mobile,android,1,299,1,NJ,June,Mon
171811,Facebook,mobile,android,0,199,1,NY,May,Fri
171818,Google,mobile,iOS,1,299,1,PA,June,Thu
171848,Google,desktop,windows,0,199,1,PA,June,Sun
171853,Unknown,desktop,windows,0,199,1,NJ,April,Wed
171893,Adwords,mobile,android,1,299,1,PA,May,Wed
172041,Google,mobile,android,0,199,1,PA,April,Sat
172146,Adwords,desktop,windows,0,199,1,NY,May,Mon
172227,Google,mobile,iOS,1,299,1,NJ,April,Sat
172257,Facebook,mobile,android,0,199,1,PA,June,Thu
172281,Facebook,desktop,windows,0,199,1,NY,April,Tue
172292,Bing,mobile,android,0,199,1,NY,April,Fri
172396,Adwords,mobile,iOS,1,299,1,NJ,June,Tue
172568,Facebook,desktop,windows,0,199,1,PA,April,Sat
172636,Facebook,mobile,android,1,299,1,PA,June,Sat
172697,Unknown,mobile,android,0,199,1,NJ,May,Thu
172751,Google,mobile,iOS,1,299,1,NY,April,Fri
172761,Facebook,mobile,android,0,199,1,PA,April,Thu
172862,Facebook,mobile,iOS,1,299,1,NY,April,Tue
172891,Unknown,mobile,iOS,0,199,1,NY,June,Sun
172948,Adwords,mobile,android,0,199,1,PA,May,Thu
173024,Google,mobile,iOS,0,199,1,NJ,June,Mon
173052,Unknown,desktop,windows,0,199,1,NY,June,Tue
173126,Facebook,mobile,other,1,299,1,NY,May,Sun
173159,Bing,mobile,android,0,199,1,NY,June,Sun
173271,Unknown,mobile,iOS,1,299,1,PA,June,Thu
173328,Unknown,desktop,windows,0,199,1,NY,April,Fri
173350,Unknown,mobile,other,1,299,1,NY,June,Wed
173366,Adwords,desktop,mac,0,199,1,NJ,May,Mon
173507,Unknown,mobile,android,0,199,1,NY,May,Fri
173564,Facebook,mobile,android,0,199,1,NJ,May,Tue
173592,Google,desktop,windows,0,199,1,NY,May,Tue
173602,Google,mobile,iOS,1,299,1,NY,April,Sat
173723,Unknown,mobile,android,0,199,1,NY,April,Thu
173754,Facebook,mobile,iOS,1,299,1,PA,April,Tue
173780,Facebook,mobile,iOS,0,199,1,PA,May,Thu
173786,Other,desktop,windows,0,199,1,NY,June,Thu
173793,Unknown,desktop,windows,0,199,1,PA,May,Tue
173810,Unknown,desktop,windows,0,199,1,NY,May,Thu
173840,Bing,mobile,iOS,0,199,1,PA,April,Sat
173856,Facebook,mobile,iOS,0,199,1,NY,May,Wed
173876,Unknown,mobile,iOS,0,199,1,NY,May,Sun
173895,Google,desktop,mac,0,199,1,NJ,April,Fri
173905,Adwords,desktop,mac,0,199,1,NY,May,Thu
173976,Facebook,mobile,android,1,299,1,NJ,June,Sat
173988,Google,mobile,android,0,199,1,PA,June,Thu
174148,Unknown,mobile,android,0,199,1,PA,June,Mon
174211,Unknown,mobile,iOS,0,199,1,NY,May,Tue
174285,Unknown,desktop,mac,0,199,1,PA,April,Sat
174343,Facebook,desktop,windows,0,199,1,NY,April,Thu
174351,Bing,desktop,windows,0,199,1,NJ,April,Tue
174389,Google,desktop,mac,1,299,1,NY,May,Fri
174412,Adwords,desktop,windows,1,299,1,NJ,May,Tue
174534,Bing,mobile,android,1,299,1,NJ,April,Sat
174557,Google,mobile,android,0,199,1,NJ,May,Sun
174588,Unknown,desktop,windows,0,199,1,PA,April,Thu
174722,Unknown,desktop,windows,0,199,1,PA,May,Wed
174821,Bing,mobile,android,0,199,1,NY,May,Tue
174840,Adwords,mobile,android,0,199,1,PA,June,Tue
174860,Google,mobile,iOS,1,299,1,PA,June,Tue
174888,Unknown,mobile,android,0,199,1,NY,June,Wed
174969,Facebook,mobile,android,0,199,1,NY,May,Mon
175010,Adwords,mobile,android,1,299,1,NJ,May,Wed
175021,Facebook,desktop,windows,0,199,1,PA,May,Tue
175070,Facebook,desktop,windows,1,299,1,PA,May,Tue
175231,Facebook,desktop,windows,0,199,1,PA,May,Mon
175258,Facebook,desktop,windows,0,199,1,NJ,June,Sun
175275,Unknown,mobile,iOS,0,199,1,NY,April,Sat
175298,Other,mobile,android,0,199,1,NY,May,Thu
175314,Adwords,mobile,iOS,1,299,1,NJ,May,Thu
175320,Google,mobile,iOS,1,299,1,NJ,April,Thu
175492,Facebook,mobile,iOS,1,299,1,PA,April,Sun
175701,Facebook,desktop,windows,1,299,1,PA,May,Thu
175705,Facebook,desktop,windows,1,299,1,NY,May,Fri
175724,Google,mobile,other,0,199,1,NY,June,Tue
175750,Facebook,mobile,iOS,1,299,1,NY,May,Tue
175771,Facebook,mobile,android,0,199,1,PA,May,Tue
175810,Facebook,mobile,other,0,199,1,PA,April,Mon
175851,Unknown,desktop,mac,0,199,1,PA,April,Sat
175871,Adwords,desktop,windows,1,299,1,NY,June,Thu
